iteration;temperature;score
365;323,62323907284605;336369,85040500405
804;309,7228302757726;336481,57799413044
1174;298,4719478990998;336617,4502762624
1823;279,7154136022172;336895,28716038185
2364;264,9841468879553;337155,24721186236
3436;238,04616864811305;337526,0676051123
3963;225,82537093220705;337764,9239492405
5081;302,93598977842146;337991,7555021028
5224;298,6346181618552;338247,04057767865
6469;263,6742890566542;338578,01711965055
6744;256,52168752242176;339502,9794994679
6810;254,83413505500388;339700,98903981014
6925;251,9201841353874;339872,10336226394
7427;239,5853683890998;340015,9480809831
8427;216,78472213380232;340038,63292178116
8667;211,64357232369906;340196,0877632629
10127;274,36556877724524;340331,4246557956
10494;264,4783974059069;341054,8601871849
10616;261,2712042552203;342249,82614027854
10798;256,5588452653097;342518,14426388545
11480;239,6440372718297;342570,93066838547
11705;234,3119903098259;343056,28134762053
11713;234,12460631181548;342955,65659881796
13588;194,09429615114692;343043,3460362562
14121;184,01944629864605;343167,61010496813
15119;249,8352151679143;343343,200676277
15339;244,39859075340914;343427,1914161033
15967;229,5216409017909;343798,9128960602
16441;218,89561027520077;343837,1094971852
19685;158,25042231596527;343753,1187573589
20096;227,83958064534843;343812,081600659
20664;215,25835275713928;343600,6301864086
20929;209,62864797513893;342877,1946550193
22342;182,00434436091112;342895,16165623075
25561;197,88371772179698;342745,6291574233
26229;185,09630065430466;342952,6413582232
26250;184,70798687909476;343154,9136988202
27283;166,57921522031987;343206,805774589
28619;145,74584001801693;343422,2599167999
28721;144,2667148553065;343690,5780404068
28810;142,98837422930765;343714,1149541617
29894;128,2982853943817;344786,701536695
31232;168,36198434608465;345063,2627293838
32745;144,72114670343979;344956,8525624559
32843;143,30973610252067;345227,47353508184
33398;135,5723572231265;345462,74446938874
33595;132,92758607866895;345473,5015936821
33730;131,14503383891176;345875,13955632393
33794;130,30834405052093;346167,49762426387
34031;127,25619452764515;346147,7753246294
34331;123,49502034071384;345312,9604150813
34379;122,90363513333891;345456,70004605275
34918;116,45418093297009;345478,9125599738
35617;162,90374693842602;345298,5040119435
38386;123,50055758103852;345456,73073977075
38571;121,2366894212398;345629,3450794857
40360;152,07912024321936;345773,1897982048
40599;148,48734240127223;346259,9179101921
41394;137,13910052001623;346351,4858758057
41465;136,16881298809395;346366,6845616036
42600;121,55778088644568;346259,0725369618
42630;121,19363582694164;346176,12193545036
43014;116,62779708384201;345885,82059636136
44289;102,66602733450996;345835,11505397246
44753;98,01092449241254;345776,47418948077
46647;121,66052562765593;345924,9530877862
48245;103,69216924283207;346093,41893162887
50319;126,41641530901543;346357,94474099926
51847;108,50255279002106;346227,998148156
52168;105,07475987491728;346270,5889762366
52386;102,8088054563222;346187,9891533582
55714;110,56675735977603;346141,2093335031
55863;108,93144424684463;346446,0241839094
56172;105,61677231377384;346302,28455293796
56312;104,1483669028394;346274,89234539046
58113;86,98254633959742;346239,3255889869
59899;72,75506685711088;346278,12239925424
61611;91,96932556530528;346051,29084639193
63249;78,0732050739929;346031,90693241445
71261;78,8491928384202;346042,21786399273
72629;68,76743031233642;345934,7015102292
72751;67,93352314392016;345933,9691452904
73322;64,16300323560162;345792,54778905306
74712;55,83605571787028;345547,55954805395
75139;53,501927719447174;345457,21426787
77157;65,59324432706512;345049,7508640049
78044;60,02542800527599;345022,48200607154
81591;63,156492195485285;345042,5793619301
81654;62,75983723669648;344951,01139631646
83187;53,83951455866121;345118,4053675468
84404;47,66996731287396;345118,9351934604
84526;47,09189819963494;344970,45629515493
86561;57,63649212358996;344932,2596940299
87324;53,4022081190726;344817,789842963
87330;53,37017480346441;344724,36188968027
90251;39,85059992409865;344606,6626274468
96230;49,32040001679532;344319,26108815504
96892;46,16096274531121;344392,7553384984
98939;37,61580256177483;344031,43959338445
100835;46,68299079279792;344032,350873127
105151;30,318506269372865;343572,455996294
108977;31,022237184854713;343283,62232675846
110862;38,54243967330599;343219,9133855929
112622;32,32209857703653;343259,3582580465
113994;28,178078072236357;343238,24534740415
115136;25,1369428794461;343172,98693748604
117081;31,043640711096458;343224,0238386769
118038;28,210357396286533;343171,2374341769
119702;23,88572197496302;343142,9719059992
120187;22,75485315980254;342758,84815313877
120555;32,90227226979833;342816,49727539293
122379;27,416159456234098;342874,1463976471
123028;25,693276824384494;342581,78832970717
126935;26,077553687146292;342481,565876459
131371;25,103765729524206;342434,7860566039
134235;18,851708435960017;342464,50072949514
137302;20,810409538068306;342438,7194020116
138128;19,160467840462484;342351,46649840305
145314;14,010098212817958;342116,19556409615
148226;15,707352622891973;342057,8685218135
149803;13,415637942055039;341911,59436442
151890;16,33443922074855;341881,92833690566
154914;12,071660444400395;341879,6530239256
157798;13,57203309889574;341805,31807213085
165394;9,525176168846846;341807,6607295817
171183;12,014805675257278;341779,46813325916
171711;11,396850614760119;341774,1406547508
177256;9,819541605868466;341496,3037706314
196260;7,434563487733785;341436,9992987724
207172;5,618223609988051;341336,9992987724
210272;4,1206051320004295;341143,1859444304
213861;4,317373348637032;341106,22199007735
216217;5,117164763336721;341041,2624432417
219803;3,5750622812222055;341044,3241412092
221569;4,494879589154275;341041,5198535456
224936;3,2098430559284883;340689,1971165226
226778;4,005137636940191;340636,7257587229
230161;2,855540179899022;340639,001071703
230868;2,6606155208574553;340618,6243868483
233041;3,2117364538247233;340460,3976590211
244032;2,407977081570192;340345,29678074224
246921;2,7059083958136334;340196,12458351476
262708;1,8839188010392742;340179,77145563025
270864;1,2501685801977205;340028,5099958172
271295;1,7963222213585757;340026,16733836633
