iteration;temperature;score
570;304,3314807611405;323164,7146297633
1702;271,7579673422282;323830,26934420265
2669;246,70838433091546;323954,5334129146
3197;234,01948209770384;323871,58281140315
3207;233,7855678962957;324239,3266635593
3706;222,40539575049254;324359,9598683027
4432;206,8302054850707;324567,43595478963
4560;204,19951962719605;324675,77877858235
5516;278,39970979461054;325170,77778298885
5894;268,07210583049823;325221,8146841797
6391;255,07395195056836;325113,471860387
6730;246,57145151799773;325111,9765829053
7018;239,57113217065924;325317,3040614136
7122;237,0923803090002;325920,976429687
7251;234,0533803455702;326020,976429687
7927;218,7535667508639;326217,51811156183
8397;208,70953071427064;326625,01023090526
8779;200,88680093127908;326727,8871019522
10255;260,0045946484172;327393,8185838998
10827;245,54898094705783;327679,76878614345
13248;192,74813498757018;327822,1783842726
13836;181,74078186954242;327985,771122851
15930;221,12674386957823;328185,771122851
16093;217,55141725145037;328408,12964927236
16188;215,4943624150952;328580,14497471787
16200;215,23591135907822;328722,22360191715
16463;209,64872114023626;328876,36172843206
16889;200,904815964267;328979,69343798904
17074;197,22206323083662;328668,13931495976
20952;200,75314927193267;328994,03105335636
21996;180,8505175010481;329245,88850866794
22273;175,90946069314796;329339,6914052731
22336;174,8046596274741;329523,0228303921
23375;157,55331744305872;329643,85974701575
24877;135,57925999608125;329894,45865510224
25971;182,3113713145982;330036,6803902287
28627;139,7846152953765;330036,6803902287
30870;167,56254308869097;330234,7935673845
31467;157,85133745973482;329995,0860362199
32715;139,33031034476556;330233,3777813272
36331;145,59000398173623;329939,08517316263
36615;141,51320854570625;329811,1298180194
39991;100,96522778571428;329145,1983360718
40863;138,8142808893641;329142,1762171786
41021;136,6381432033272;329360,60925321997
41995;123,95657103306714;329268,12958758086
43018;111,90229844912737;329217,4366892093
43348;108,2696099992567;329403,38689145294
43695;104,57690879976327;329165,0951463457
44134;100,0850750636708;329241,59898683394
46370;120,05794572866766;329454,5891224581
49399;88,68221494784078;329305,05662365066
51513;107,68538820536894;329279,9398465032
53850;85,24267748921312;329159,70609572576
54058;83,48785547372589;329299,5208091923
54976;76,1645847461839;329230,977698692
56223;100,86222384517026;329303,04928719514
59530;72,4603074968318;329291,9057609653
60335;100,29341271363836;329084,3160326698
63152;75,67031405608952;329259,50026265875
64265;67,69960637619893;329331,7655199217
67996;69,93224344730721;329402,39473828475
72511;66,79106800706424;329360,46056043624
74581;54,301888668473104;329351,8889470195
78767;53,59754099986928;329309,6998758446
79861;48,04306133027071;329319,17649112217
82157;57,28571851818156;329230,2563551612
84216;46,62519482224129;329111,19336577365
85024;43,00588712384042;329075,91167617147
85286;41,89371040906554;328926,09324546385
86369;56,39584039029969;328784,01461826457
88562;45,289917596731925;328530,5931522253
89207;42,460796413469694;328406,32908351335
89353;41,84534176455872;328255,965601485
92596;45,38716609135686;328120,24027664855
100752;45,18290572451719;328128,02375361125
101348;42,56855534053058;328042,6605014759
102952;36,25973230465051;327984,33345919324
104314;31,64249552253181;327868,2302090932
104605;30,734922754644035;327802,7372943516
108460;31,357246663545112;327739,6343352758
117602;28,284951301293276;327646,9248055087
119532;23,320207431227896;327581,96525867307
124212;21,908221295190632;327581,96525867307
125576;28,67484508723381;327477,9174882749
126338;26,570895174636473;327464,230293587
127041;24,767020141374736;327197,33637381427
129034;20,291518066267543;327012,9155615266
134263;18,044518164431945;326859,58226206736
134672;17,32135079755198;326738,949057324
137359;19,86166650880816;326666,87746882084
140946;20,814268661017188;326380,9272665772
144329;14,8399345701775;326197,5958414582
146445;18,01629022492233;326085,4450837645
147154;16,783106514529795;325899,49488152086
149018;13,928867641021764;325896,69059385726
149250;13,60942183929079;325846,25887680566
156985;14,130758619398247;325838,69970772875
162851;11,79044744396886;325663,5154777398
165241;9,283862836993732;325560,63860669284
169349;9,235200145515302;325563,66072558606
180240;6,993618241945059;325558,3332470777
188086;7,1813619169699825;325300,6180372778
191534;7,63113751761008;325200,413525069
194430;5,712303961077281;325046,2753985541
205843;6,159285056891513;324861,775993755
208604;4,67321327581143;324853,9925167923
215546;3,501450472954038;324753,9925167923
217938;4,135178335339589;324677,48867630406
219292;3,6115017582295645;324535,2669411776
230688;2,6002222646271083;324312,90841475624
241206;3,066202035018747;324302,4666102154
257976;1,934891315730851;324258,18355197815
264980;1,4407751222344893;324087,98822345486
274315;1,2747687584018446;323985,78154078586
275793;1,099612016934978;323827,66765777743
276121;1,596351764730529;323824,9765996125
279756;1,1098253964958182;323797,47845501156
281261;1,4322695586491843;323738,83759051986
287658;1,1332543122976504;323514,20421650755
302320;0,8829518944956182;323500,86350835854
303275;0,8025273570312011;323370,2634466444
311985;0,7558573119018549;323241,6425540788
313179;0,670783644182348;323090,84397484665
323085;0,5605549863456057;322979,3710848582
324006;0,5112316093124448;322953,58975737466
328510;0,48880582577538373;322950,56763848144
331746;0,5305500286615257;322877,0069803419
333666;0,4378623789535559;322540,2774860028
340239;0,3404052785965119;322350,82721590326
357075;0,3201255204984873;322220,88062306
366885;0,2701005625079567;322012,9681875184
383333;0,17602172716684486;321912,74573427025
392794;0,15379035676888875;321770,8596172787
398613;0,12892442390319833;321712,532574996
405883;0,09348071255184838;321683,8809047586
413542;0,09780219893748401;321621,017150125
421333;0,06731433505841454;321287,32305255404
438979;0,0583783693204194;321173,357814023
439019;0,058145310618173296;321051,87694120576
440230;0,05151325624987674;320909,4673430766
440421;0,050538641524979715;320813,131895331
456040;0,035782375278041685;320297,2386306584
458054;0,04388666449771101;319928,23636643874
461267;0,031826346017043955;319859,6501972508
469649;0,03097507197937027;319853,51943684625
474546;0,028474910829097984;319840,17872869724
478683;0,02824362601952372;319615,1760467978
507297;0,018406712421756278;319573,94236800645
514134;0,013936988227586027;319522,9054668156
543149;0,008725867790990846;319522,01949348045
563933;0,005529229356401904;319478,1747747613
564679;0,005131739670156834;319092,8556672679
565088;0,0049260757321695076;318911,04051725817
567450;0,005835126679991932;318867,301641039
568557;0,005223618915404468;318746,4647244154
569114;0,004940604318090729;318546,4647244154
591886;0,0025662206186772853;318417,4376241339
610547;0,0020107371203220733;318077,6957038789
620374;0,0016936440823977804;318045,8218122937
620899;0,0016070172872065648;318020,0404848102
621108;0,0015737775293643852;317803,14043875696
